device_id,customer_id,tipo_device,sistema,es_principal
1051,2696,web,Linux,1
1052,2660,movil,Linux,0
1053,2760,pos,iOS,1
1054,2004,movil,Android,1
1055,4217,web,Android,0
1056,2787,movil,Android,1
1057,3993,web,Windows,0
1058,1462,movil,Windows,1
1059,4847,web,Linux,1
1060,4885,movil,Android,1
1061,895,movil,Windows,1
1062,1007,movil,iOS,1
1063,4283,web,iOS,0
1064,518,movil,Linux,1
1065,1001,web,iOS,1
1066,3748,movil,Windows,1
1067,640,movil,Android,0
1068,730,pos,Windows,1
1069,4749,pos,Windows,1
1070,433,pos,Linux,1
1071,3938,pos,Android,1
1072,2811,movil,iOS,1
1073,2938,movil,Android,1
1074,4197,movil,iOS,1
1075,1122,pos,Linux,1
1076,4944,web,Android,0
1077,2327,movil,Windows,0
1078,1879,web,Android,1
1079,3417,web,Linux,0
1080,2943,movil,Android,1
1081,1615,movil,iOS,0
1082,4526,movil,Android,1
1083,1063,pos,Android,1
1084,2473,movil,Linux,0
1085,4525,web,Android,1
1086,4551,pos,Android,1
1087,519,pos,Windows,1
1088,3425,movil,Android,1
1089,210,movil,Android,1
1090,4687,pos,Linux,1
1091,4990,movil,iOS,1
1092,867,web,Android,1
1093,3941,pos,Windows,1
1094,176,pos,Linux,0
1095,4857,movil,iOS,1
1096,3530,movil,Linux,1
1097,217,movil,iOS,1
1098,2911,pos,Android,1
1099,604,web,iOS,1
1100,1743,movil,iOS,0
1101,3304,movil,Android,0
1102,820,pos,Windows,1
1103,1062,movil,Windows,1
1104,2472,pos,Android,1
1105,3471,pos,Linux,1
1106,3013,movil,Linux,1
1107,2956,web,iOS,1
1108,2627,movil,Linux,1
1109,185,movil,Linux,1
1110,3449,movil,Android,1
1111,602,web,Android,1
1112,1310,movil,iOS,1
1113,1372,pos,Linux,1
1114,2767,web,iOS,0
1115,4626,movil,Android,1
1116,1013,movil,Linux,0
1117,1855,web,iOS,1
1118,7,web,iOS,0
1119,188,movil,Windows,1
1120,4046,pos,Windows,1
1121,1624,web,Linux,1
1122,1140,pos,Linux,1
1123,63,pos,Android,1
1124,441,web,Android,0
1125,1368,web,Android,1
1126,587,movil,Windows,1
1127,379,pos,iOS,1
1128,1256,pos,Android,1
1129,2488,web,Windows,1
1130,2442,movil,Android,1
1131,3947,pos,Windows,1
1132,737,movil,Windows,1
1133,3348,web,Linux,1
1134,874,movil,iOS,1
1135,4800,pos,Windows,0
1136,3239,web,iOS,1
1137,99,movil,Android,1
1138,2460,movil,Linux,1
1139,3300,movil,Linux,0
1140,414,web,iOS,1
1141,314,movil,Linux,1
1142,2374,movil,Linux,0
1143,1786,pos,Android,1
1144,1433,movil,Android,0
1145,4519,web,Linux,0
1146,4326,movil,Linux,1
1147,1595,movil,iOS,1
1148,4773,web,Android,1
1149,3584,web,Linux,0
1150,4812,movil,Linux,0
1151,338,movil,Android,0
1152,4342,movil,Android,1
1153,558,movil,Android,1
1154,4300,movil,Windows,1
1155,1217,movil,Windows,1
1156,3911,movil,iOS,1
1157,3431,movil,Windows,1
1158,4770,web,Windows,1
1159,736,web,Windows,1
1160,3326,movil,Windows,1
1161,2332,web,Linux,1
1162,2266,movil,Linux,1
1163,4669,movil,Linux,0
1164,3624,movil,Windows,1
1165,182,web,Windows,0
1166,208,web,iOS,1
1167,2471,pos,iOS,1
1168,1194,web,iOS,0
1169,4235,pos,Windows,0
1170,4350,movil,Linux,1
1171,1190,movil,Windows,0
1172,4665,movil,Windows,1
1173,1659,movil,Android,1
1174,426,movil,Windows,1
1175,3578,pos,iOS,1
1176,1430,web,Android,1
1177,4858,web,Android,1
1178,569,web,Windows,0
1179,2627,web,Windows,1
1180,231,movil,iOS,0
1181,995,web,iOS,0
1182,1657,movil,Windows,1
1183,4040,movil,iOS,1
1184,790,movil,iOS,0
1185,2626,pos,Windows,0
1186,1037,pos,iOS,0
1187,4439,pos,Android,1
1188,1613,pos,Android,1
1189,339,web,iOS,1
1190,586,pos,Android,1
1191,422,movil,Linux,1
1192,1314,movil,iOS,1
1193,1314,movil,Android,0
1194,3843,movil,Linux,1
1195,1178,pos,Linux,1
1196,1739,movil,iOS,1
1197,1667,web,Windows,0
1198,4224,pos,Linux,0
1199,4529,web,iOS,0
1200,515,movil,Windows,1
1201,3330,movil,Linux,1
1202,4598,movil,Linux,1
1203,989,movil,Linux,0
1204,4513,web,iOS,1
1205,4196,movil,iOS,0
1206,1418,movil,Windows,1
1207,4975,movil,Linux,1
1208,2726,pos,Android,1
1209,2197,web,Windows,0
1210,2015,pos,Android,1
1211,451,movil,Linux,1
1212,534,movil,iOS,1
1213,2916,web,Android,0
1214,4819,web,iOS,1
1215,4960,movil,Linux,0
1216,1544,pos,Windows,1
1217,819,web,Android,1
1218,1690,movil,iOS,0
1219,2294,movil,Android,1
1220,1473,web,Linux,1
1221,2202,pos,Windows,1
1222,246,movil,Linux,1
1223,815,movil,iOS,1
1224,3115,web,Linux,1
1225,393,web,Windows,1
1226,4259,web,Linux,1
1227,4562,web,iOS,1
1228,4608,movil,Linux,1
1229,1171,web,Android,0
1230,4944,web,Android,1
1231,3228,pos,Android,1
1232,2563,pos,Android,0
1233,2194,web,Windows,1
1234,3584,pos,iOS,1
1235,3341,web,Android,1
1236,2344,web,Android,1
1237,2362,movil,Android,1
1238,2617,web,Android,1
1239,2525,pos,iOS,1
1240,1143,web,Linux,1
1241,2582,web,Android,0
1242,3635,movil,Linux,1
1243,4570,web,iOS,0
1244,4824,movil,Linux,0
1245,588,movil,Linux,1
1246,1190,movil,Windows,1
1247,4576,movil,Linux,1
1248,61,pos,Linux,1
1249,1841,web,Linux,1
1250,1303,movil,Android,1
1251,4684,web,Android,0
1252,4305,movil,Windows,1
1253,37,web,Windows,1
1254,1158,web,Linux,1
1255,4831,web,Android,1
1256,2960,movil,Linux,1
1257,1421,pos,Android,1
1258,3324,pos,Windows,1
1259,507,movil,iOS,1
1260,1615,movil,iOS,0
1261,1268,pos,Linux,0
1262,4926,pos,Windows,1
1263,973,movil,Android,0
1264,450,movil,Linux,1
1265,4216,pos,Linux,1
1266,3381,movil,Android,1
1267,4730,movil,Linux,1
1268,212,movil,Android,1
1269,2332,web,Windows,0
1270,3602,movil,Windows,1
1271,1065,movil,iOS,1
1272,1447,movil,Windows,0
1273,3017,movil,Android,0
1274,1533,movil,Windows,0
1275,2954,movil,Windows,1
1276,1834,movil,Android,0
1277,2408,pos,Android,1
1278,3306,web,Windows,1
1279,4742,pos,Linux,0
1280,1357,web,Windows,1
1281,2254,pos,Android,1
1282,3998,pos,Android,1
1283,2137,pos,Linux,0
1284,936,web,Linux,1
1285,1123,web,Windows,0
1286,1510,movil,Windows,1
1287,711,pos,iOS,1
1288,994,movil,Android,0
1289,55,pos,Windows,1
1290,1641,movil,Android,1
1291,2362,web,Android,1
1292,3176,movil,Android,0
1293,1757,movil,Linux,1
1294,776,movil,Android,1
1295,356,movil,Windows,0
1296,3451,web,iOS,0
1297,2743,pos,Linux,1
1298,564,movil,iOS,1
1299,2395,web,Windows,1
1300,2893,movil,Linux,1
1301,1527,pos,iOS,1
1302,4121,movil,Linux,1
1303,4188,movil,Android,1
1304,2377,movil,Windows,1
1305,1562,movil,Windows,1
1306,3020,web,Windows,1
1307,4698,pos,Android,1
1308,4438,movil,Android,0
1309,2945,movil,Android,1
1310,3992,web,Windows,1
1311,542,pos,Android,1
1312,2574,web,Windows,1
1313,1154,movil,Linux,1
1314,3590,movil,Linux,1
1315,1747,web,Android,1
1316,1173,movil,Android,1
1317,1300,pos,Android,1
1318,3733,movil,Linux,0
1319,3268,movil,Android,1
1320,4505,pos,Linux,1
1321,4979,web,iOS,1
1322,71,movil,Android,1
1323,1223,movil,iOS,1
1324,4641,web,Windows,1
1325,4915,movil,Windows,1
1326,602,pos,Linux,1
1327,1489,pos,Linux,1
1328,3162,movil,Linux,0
1329,4981,pos,iOS,1
1330,2895,web,Windows,1
1331,1812,movil,Linux,0
1332,1773,movil,Linux,0
1333,1,movil,Android,0
1334,4645,web,iOS,1
1335,2182,movil,iOS,0
1336,3324,web,Windows,0
1337,4965,movil,Windows,1
1338,2778,movil,Linux,0
1339,4617,pos,iOS,1
1340,909,pos,Windows,1
1341,1923,web,iOS,0
1342,1987,movil,Linux,0
1343,4043,movil,Linux,0
1344,1838,web,Linux,1
1345,3642,web,Linux,0
1346,501,web,iOS,0
1347,1823,pos,Linux,1
1348,1332,web,iOS,1
1349,4347,pos,Android,1
1350,2953,movil,Linux,1
1351,1627,web,Android,0
1352,1228,pos,Windows,0
1353,2056,movil,Linux,1
1354,2156,pos,iOS,0
1355,1878,web,Windows,1
1356,4062,pos,Linux,0
1357,2865,web,Android,1
1358,2571,movil,Windows,1
1359,1397,movil,iOS,1
1360,4482,web,iOS,1
1361,4279,movil,Android,1
1362,2970,movil,iOS,1
1363,3590,movil,Linux,1
1364,1892,web,Windows,1
1365,1274,movil,Linux,0
1366,2246,pos,iOS,1
1367,3711,web,Android,0
1368,37,movil,Linux,1
1369,2941,movil,iOS,1
1370,421,web,Android,1
1371,3080,movil,Linux,1
1372,4216,movil,iOS,1
1373,4840,movil,Android,0
1374,3809,movil,Android,1
1375,2420,movil,Linux,1
1376,2281,movil,Linux,1
1377,2335,pos,iOS,1
1378,738,movil,Windows,0
1379,1419,movil,Linux,1
1380,4548,movil,Linux,1
1381,2042,movil,Android,0
1382,1786,web,iOS,0
1383,1063,movil,Windows,0
1384,3569,web,Windows,1
1385,372,pos,Linux,1
1386,2597,web,Windows,0
1387,1003,movil,Windows,0
1388,2524,movil,Android,1
1389,4501,web,Android,1
1390,1419,web,Android,0
1391,4677,movil,Linux,1
1392,3202,web,Windows,0
1393,627,web,Android,1
1394,1822,pos,iOS,1
1395,4437,pos,Windows,1
1396,4308,pos,iOS,1
1397,2962,movil,Windows,1
1398,1647,movil,iOS,1
1399,2000,web,iOS,0
1400,2636,web,Linux,1
1401,2344,web,iOS,1
1402,3160,pos,Android,1
1403,1010,web,Android,0
1404,3219,movil,Windows,0
1405,4151,movil,Android,1
1406,2813,movil,Linux,1
1407,3741,web,Android,1
1408,4977,pos,Linux,0
1409,4039,movil,Android,1
1410,3835,movil,Linux,1
1411,1800,web,Windows,1
1412,2885,movil,Windows,1
1413,1323,pos,Android,0
1414,2610,web,Windows,0
1415,725,web,Windows,1
1416,2412,web,Windows,1
1417,1316,pos,Android,0
1418,1413,movil,Linux,1
1419,4849,movil,Android,1
1420,3543,pos,iOS,1
1421,1555,pos,Linux,1
1422,426,movil,iOS,1
1423,3950,pos,iOS,1
1424,4495,movil,Windows,1
1425,304,web,Linux,0
1426,104,web,Linux,1
1427,364,movil,iOS,0
1428,4663,movil,iOS,1
1429,2848,web,Windows,1
1430,2724,movil,Windows,0
1431,3949,pos,Android,0
1432,1109,movil,Linux,1
1433,2416,movil,iOS,1
1434,1898,movil,Android,1
1435,4821,movil,Windows,0
1436,715,pos,iOS,1
1437,2873,movil,Linux,1
1438,1203,web,iOS,1
1439,92,web,iOS,1
1440,1524,movil,Android,0
1441,4720,pos,iOS,1
1442,3980,movil,Android,1
1443,169,web,Android,1
1444,1320,web,Windows,0
1445,2241,web,iOS,1
1446,870,web,Android,1
1447,2767,pos,iOS,1
1448,3358,pos,Linux,0
1449,3288,web,iOS,1
1450,975,movil,Windows,1
1451,4457,movil,Android,1
1452,4139,pos,Android,1
1453,2229,pos,Linux,1
1454,2559,movil,Windows,1
1455,2510,movil,Android,1
1456,2334,pos,Linux,0
1457,1321,web,Android,1
1458,1580,movil,Android,1
1459,1909,web,Windows,1
1460,1785,movil,Linux,0
1461,1916,movil,Android,1
1462,2981,web,iOS,0
1463,257,web,Linux,1
1464,1241,movil,Windows,1
1465,2570,pos,Windows,1
1466,750,movil,Windows,0
1467,3323,web,Android,0
1468,3287,movil,Windows,0
1469,4753,movil,Linux,1
1470,734,pos,Android,1
1471,2387,pos,iOS,1
1472,4324,movil,Windows,1
1473,1260,movil,Windows,0
1474,2414,movil,Windows,0
1475,2906,pos,iOS,1
1476,2497,web,Android,1
1477,2555,web,Windows,1
1478,3705,web,iOS,0
1479,2110,pos,Android,1
1480,3403,movil,Linux,0
1481,4283,movil,Windows,1
1482,1529,movil,Android,1
1483,851,movil,Windows,1
1484,2302,movil,iOS,1
1485,4675,web,Android,0
1486,4410,pos,iOS,0
1487,3624,movil,Windows,1
1488,3296,web,Linux,1
1489,4527,web,iOS,1
1490,1380,pos,Android,1
1491,3499,movil,Android,1
1492,1416,web,Windows,1
1493,2270,movil,Android,1
1494,2808,web,Windows,1
1495,1800,movil,iOS,1
1496,3609,movil,Linux,1
1497,2814,web,iOS,1
1498,2003,movil,iOS,1
1499,2120,movil,Windows,0
1500,456,web,Linux,1
1501,3147,pos,iOS,1
1502,4706,movil,Windows,1
1503,2885,web,iOS,1
1504,939,web,iOS,1
1505,1685,movil,Android,1
1506,2566,movil,iOS,1
1507,3410,pos,Linux,1
1508,2086,pos,iOS,1
1509,2367,web,Windows,0
1510,140,movil,Android,1
1511,427,web,Windows,1
1512,2903,movil,Linux,1
1513,2018,movil,iOS,0
1514,1219,movil,iOS,0
1515,4311,movil,Android,1
1516,1913,movil,iOS,0
1517,4637,movil,Windows,1
1518,3682,movil,Windows,0
1519,2437,web,Android,1
1520,1453,pos,iOS,0
1521,1718,movil,Android,1
1522,2200,web,Linux,1
1523,3175,movil,iOS,0
1524,1429,pos,iOS,1
1525,1312,movil,iOS,0
1526,747,web,Linux,1
1527,2790,pos,Linux,1
1528,3107,pos,Linux,1
1529,2915,pos,Windows,0
1530,754,movil,Android,0
1531,484,movil,Windows,1
1532,3593,movil,Linux,1
1533,388,pos,Windows,0
1534,1789,movil,Windows,1
1535,545,movil,Android,1
1536,2907,web,Linux,0
1537,2966,web,Windows,1
1538,2747,movil,Windows,1
1539,4677,movil,iOS,1
1540,1162,web,iOS,1
1541,4227,movil,Linux,0
1542,3323,movil,Windows,0
1543,1659,pos,Linux,0
1544,4462,web,Android,1
1545,421,movil,Linux,1
1546,4520,web,Linux,0
1547,1809,web,Windows,1
1548,3988,web,Android,1
1549,4066,movil,Linux,1
1550,2210,movil,iOS,1
1551,4191,movil,Android,0
1552,1186,movil,Windows,1
1553,4931,movil,iOS,0
1554,1820,pos,Android,1
1555,4559,movil,Windows,1
1556,931,web,Windows,1
1557,4777,pos,Android,1
1558,3387,pos,Android,1
1559,1354,movil,Android,1
1560,657,web,Windows,1
1561,1206,pos,iOS,1
1562,2868,web,iOS,1
1563,456,pos,Windows,1
1564,4371,web,Android,1
1565,2085,movil,Windows,0
1566,2491,movil,Windows,1
1567,875,pos,Windows,1
1568,3108,pos,Windows,0
1569,4164,movil,iOS,1
1570,1434,movil,Android,1
1571,4456,movil,Windows,1
1572,3193,pos,Windows,1
1573,3739,movil,Android,1
1574,4030,movil,Android,1
1575,575,pos,Windows,1
1576,1096,movil,Windows,0
1577,2896,web,Android,1
1578,1989,movil,Android,0
1579,290,movil,iOS,1
1580,2468,web,Windows,0
1581,1589,movil,Linux,1
1582,1479,movil,Android,1
1583,805,movil,Android,1
1584,612,web,iOS,1
1585,472,web,iOS,1
1586,1970,web,Linux,1
1587,4465,movil,Android,1
1588,410,pos,Windows,1
1589,1626,movil,Windows,1
1590,3960,web,Windows,0
1591,3575,movil,iOS,1
1592,161,movil,Linux,0
1593,2726,movil,Linux,1
1594,3867,movil,Linux,1
1595,4109,movil,Android,1
1596,3479,movil,Android,0
1597,1987,pos,Linux,1
1598,1879,web,Linux,1
1599,3427,pos,Linux,0
1600,3318,web,iOS,1
1601,4535,movil,Linux,1
1602,421,web,Windows,1
1603,3894,web,Android,1
1604,500,web,Windows,1
1605,246,movil,Android,0
1606,4442,movil,iOS,0
1607,480,movil,iOS,1
1608,1334,movil,Windows,1
1609,2568,movil,iOS,1
1610,4266,pos,Android,1
1611,4215,movil,iOS,0
1612,758,web,Windows,1
1613,2111,movil,iOS,1
1614,109,web,Linux,1
1615,746,movil,Android,1
1616,1517,movil,iOS,1
1617,1624,movil,Android,1
1618,4513,movil,Windows,1
1619,1349,movil,Linux,1
1620,3312,pos,Android,0
1621,710,movil,Linux,1
1622,3588,movil,Linux,1
1623,4714,movil,Linux,1
1624,4348,movil,iOS,1
1625,738,web,iOS,1
1626,2552,pos,Windows,1
1627,2202,web,iOS,1
1628,4694,pos,Windows,1
1629,1442,movil,Windows,1
1630,684,movil,Linux,1
1631,1921,pos,Android,0
1632,2208,web,iOS,1
1633,3352,web,Android,1
1634,2220,movil,Windows,0
1635,3985,movil,Windows,1
1636,3416,movil,Windows,1
1637,271,pos,Linux,1
1638,1890,pos,Android,0
1639,4725,pos,Linux,0
1640,1280,movil,Android,1
1641,3995,movil,Linux,0
1642,3465,movil,Windows,1
1643,2831,web,iOS,0
1644,1568,movil,Linux,1
1645,2038,movil,Linux,0
1646,794,movil,iOS,1
1647,1031,web,iOS,0
1648,860,web,Linux,1
1649,4535,pos,Windows,1
1650,551,movil,Windows,1
1651,1566,movil,iOS,1
1652,678,movil,Linux,1
1653,462,movil,Android,1
1654,1523,web,iOS,1
1655,1235,web,Android,1
1656,1137,pos,iOS,1
1657,4213,movil,Linux,0
1658,4659,movil,Windows,0
1659,2249,web,iOS,1
1660,124,pos,Android,1
1661,4252,web,Linux,0
1662,4505,web,Linux,1
1663,4562,web,Linux,0
1664,4850,movil,Android,1
1665,4868,web,iOS,1
1666,3931,movil,Windows,1
1667,3777,web,Windows,1
1668,2885,pos,Android,1
1669,4490,movil,Windows,0
1670,2098,pos,iOS,0
1671,2773,web,Android,1
1672,1802,web,Android,0
1673,3674,movil,iOS,0
1674,144,pos,Linux,1
1675,166,movil,iOS,1
1676,3139,web,iOS,1
1677,69,web,Windows,1
1678,2502,movil,Windows,0
1679,25,movil,Windows,1
1680,3929,pos,Linux,0
1681,2358,pos,iOS,1
1682,4108,web,Windows,0
1683,577,web,Linux,1
1684,4330,web,Windows,0
1685,2883,web,iOS,1
1686,591,movil,iOS,1
1687,1668,movil,iOS,0
1688,1299,web,Android,1
1689,4709,movil,iOS,0
1690,4248,web,iOS,0
1691,3524,pos,Windows,1
1692,2264,movil,Android,1
1693,4755,pos,Windows,1
1694,3864,movil,Linux,0
1695,4406,pos,Linux,0
1696,4245,movil,Android,0
1697,3528,movil,iOS,1
1698,3347,web,Android,1
1699,3019,web,iOS,1
1700,1205,pos,Linux,1
1701,3877,movil,Linux,1
1702,2252,movil,Android,1
1703,4560,movil,Windows,0
1704,974,movil,Linux,1
1705,4423,web,Android,1
1706,4245,pos,Android,0
1707,1301,web,Linux,0
1708,4009,web,iOS,1
1709,35,movil,Windows,0
1710,1,movil,Windows,0
1711,2516,movil,iOS,1
1712,2651,pos,Linux,1
1713,1941,web,Linux,0
1714,1021,movil,iOS,0
1715,92,web,Linux,1
1716,4690,pos,Windows,1
1717,3892,web,Android,1
1718,2147,pos,Windows,1
1719,4094,web,Windows,1
1720,2558,movil,Windows,1
1721,1589,movil,Linux,1
1722,1877,movil,iOS,1
1723,3664,movil,Linux,1
1724,3896,movil,iOS,1
1725,3415,movil,Android,0
1726,962,movil,Android,1
1727,4342,movil,Windows,1
1728,2849,movil,iOS,1
1729,3544,web,Windows,1
1730,4375,movil,Linux,0
1731,2822,pos,iOS,1
1732,853,movil,Windows,1
1733,3582,movil,Linux,1
1734,4527,web,Android,1
1735,2490,movil,Windows,1
1736,3832,pos,iOS,1
1737,3533,movil,iOS,1
1738,2313,movil,Linux,1
1739,2493,movil,Windows,1
1740,2271,movil,Android,0
1741,4903,web,Windows,0
1742,269,movil,Windows,0
1743,2699,movil,iOS,1
1744,3403,movil,Linux,1
1745,4078,pos,iOS,1
1746,433,movil,Android,1
1747,803,movil,Windows,1
1748,4996,movil,Android,0
1749,1304,movil,Linux,1
1750,2929,web,Linux,1
1751,4664,pos,Windows,1
1752,743,pos,Linux,1
1753,683,pos,Android,0
1754,3059,web,Windows,0
1755,1850,movil,Linux,0
1756,1302,movil,Android,1
1757,1796,movil,Windows,1
1758,896,pos,Linux,1
1759,481,movil,iOS,1
1760,4038,web,Windows,1
1761,291,web,Windows,1
1762,2695,movil,iOS,1
1763,3811,movil,Linux,1
1764,1975,movil,Windows,1
1765,4015,movil,Android,0
1766,190,movil,Linux,1
1767,377,movil,Windows,1
1768,259,movil,Android,1
1769,827,movil,iOS,0
1770,2420,movil,Android,1
1771,1831,web,Linux,0
1772,3017,web,iOS,1
1773,2153,web,Android,1
1774,1450,movil,Linux,1
1775,2925,web,iOS,0
1776,3333,movil,Linux,0
1777,3118,movil,Windows,1
1778,4740,pos,Linux,1
1779,3598,movil,Android,0
1780,2315,pos,Linux,1
1781,1558,pos,Linux,1
1782,1717,web,iOS,1
1783,3468,movil,Linux,1
1784,1173,web,Linux,0
1785,2328,movil,Windows,1
1786,4621,pos,Windows,0
1787,2912,pos,iOS,1
1788,1508,pos,iOS,1
1789,1965,web,Android,0
1790,4894,movil,iOS,0
1791,3136,pos,Linux,1
1792,4518,movil,Windows,0
1793,3730,movil,iOS,1
1794,905,pos,Android,0
1795,4822,movil,Linux,1
1796,3200,pos,Android,1
1797,2342,movil,Android,1
1798,3399,web,Android,1
1799,2852,web,Android,0
1800,1146,web,Linux,1
1801,3595,pos,Linux,1
1802,384,pos,Android,0
1803,1987,movil,Linux,1
1804,2331,web,iOS,1
1805,2812,pos,Linux,0
1806,967,movil,Linux,0
1807,4938,movil,Android,0
1808,619,web,Linux,0
1809,1020,movil,iOS,1
1810,1954,movil,Linux,1
1811,4045,movil,iOS,0
1812,206,movil,Linux,1
1813,3793,web,Windows,1
1814,639,pos,Linux,1
1815,3618,pos,iOS,1
1816,64,movil,iOS,1
1817,3089,web,iOS,1
1818,3833,web,Android,1
1819,3177,web,iOS,0
1820,3929,pos,Linux,1
1821,3692,pos,Windows,1
1822,3806,movil,iOS,1
1823,4324,pos,Android,0
1824,4798,movil,Linux,1
1825,4024,web,iOS,1
1826,395,movil,Android,1
1827,1237,web,Android,0
1828,2781,movil,Android,0
1829,1860,movil,iOS,1
1830,1021,movil,iOS,1
1831,3473,pos,iOS,1
1832,4649,movil,Windows,0
1833,2770,movil,Windows,1
1834,333,web,Linux,1
1835,4426,web,Linux,0
1836,2958,web,Android,0
1837,1289,movil,Windows,1
1838,2219,movil,iOS,0
1839,2049,movil,Linux,0
1840,876,movil,iOS,1
1841,2909,web,iOS,1
1842,2289,pos,Windows,1
1843,4680,web,Linux,1
1844,3857,movil,Android,0
1845,4053,movil,Linux,1
1846,4697,movil,Linux,1
1847,2189,movil,Linux,1
1848,3405,web,Windows,1
1849,4783,web,Linux,1
1850,4487,movil,Android,1
1851,1079,movil,Linux,1
1852,4586,web,iOS,1
1853,1356,movil,Android,0
1854,270,pos,Linux,1
1855,4458,web,Windows,1
1856,4241,movil,Windows,1
1857,589,movil,Windows,1
1858,1153,movil,iOS,0
1859,375,movil,iOS,1
1860,1647,pos,Windows,1
1861,3073,movil,iOS,1
1862,3439,pos,Linux,1
1863,2586,web,Linux,1
1864,1652,movil,Windows,1
1865,3106,pos,Android,1
1866,4414,movil,Linux,1
1867,3816,movil,Android,1
1868,4681,pos,iOS,0
1869,2611,pos,iOS,1
1870,3283,movil,Linux,1
1871,1751,movil,Linux,1
1872,2601,web,iOS,1
1873,4407,web,iOS,1
1874,2972,pos,Android,1
1875,4190,pos,Linux,0
1876,4285,pos,Windows,1
1877,4743,pos,Windows,0
1878,1742,web,iOS,1
1879,3586,web,Windows,1
1880,1515,movil,iOS,1
1881,3825,movil,Windows,1
1882,3842,web,iOS,1
1883,4190,web,iOS,1
1884,2362,movil,Windows,1
1885,1967,web,Linux,1
1886,3645,movil,iOS,0
1887,360,web,Windows,0
1888,982,web,Linux,1
1889,1810,movil,Android,1
1890,4494,pos,iOS,1
1891,4633,movil,iOS,1
1892,394,web,Android,1
1893,1380,movil,iOS,0
1894,48,web,Android,0
1895,1456,web,Windows,0
1896,2749,movil,Android,1
1897,2101,web,Linux,1
1898,2289,web,Windows,0
1899,3131,movil,Android,1
1900,1210,web,Linux,1
1901,1165,pos,Android,1
1902,2023,web,Linux,1
1903,1081,pos,Android,1
1904,4546,web,iOS,1
1905,3540,movil,Linux,1
1906,4529,movil,iOS,1
1907,1704,movil,iOS,1
1908,4943,movil,Linux,1
1909,3412,movil,iOS,1
1910,1538,movil,Windows,1
1911,2230,movil,Android,0
1912,1326,movil,Linux,0
1913,183,web,Windows,1
1914,4028,movil,Linux,0
1915,1534,movil,Android,1
1916,3486,movil,Linux,0
1917,156,pos,Android,1
1918,2145,web,Windows,1
1919,1393,web,Linux,1
1920,4885,movil,Android,1
1921,858,movil,iOS,1
1922,4278,pos,iOS,0
1923,4008,web,Windows,1
1924,4859,web,Windows,0
1925,2980,movil,Windows,0
1926,4679,movil,iOS,0
1927,3668,movil,Android,0
1928,4977,web,Windows,0
1929,4404,pos,Android,0
1930,1700,pos,Android,0
1931,3617,web,Windows,1
1932,2101,web,Windows,1
1933,2264,movil,iOS,1
1934,714,movil,Windows,1
1935,2086,web,iOS,1
1936,1452,web,iOS,1
1937,1398,web,Android,1
1938,4896,movil,iOS,0
1939,425,web,Android,1
1940,1029,pos,iOS,1
1941,691,web,Windows,1
1942,4011,pos,Linux,1
1943,3580,web,Android,1
1944,2828,movil,Windows,1
1945,3525,web,Android,0
1946,200,web,iOS,0
1947,776,web,Android,1
1948,226,pos,Linux,1
1949,4567,movil,Windows,1
1950,2066,movil,Android,1
1951,1779,web,Linux,1
1952,629,movil,Windows,1
1953,2058,movil,Linux,1
1954,41,pos,Android,1
1955,2092,movil,Linux,1
1956,2245,movil,iOS,0
1957,299,movil,Android,1
1958,4305,movil,Windows,1
1959,459,movil,iOS,1
1960,879,web,Android,1
1961,1811,movil,iOS,0
1962,789,web,Linux,0
1963,3896,movil,Windows,0
1964,383,movil,iOS,1
1965,1451,web,Linux,0
1966,3416,movil,Linux,0
1967,2596,web,Windows,1
1968,4603,pos,Android,0
1969,3590,movil,Windows,1
1970,330,pos,Windows,1
1971,3055,movil,Linux,0
1972,2536,movil,Windows,1
1973,4910,web,Windows,1
1974,1020,movil,Android,1
1975,3509,movil,Windows,1
1976,3822,movil,Windows,1
1977,4530,web,Linux,1
1978,1828,pos,Android,0
1979,4112,movil,Windows,1
1980,620,movil,Android,1
1981,689,web,Android,1
1982,2113,movil,Linux,1
1983,4671,movil,Windows,0
1984,820,web,iOS,1
1985,2252,movil,Android,1
1986,2302,movil,Linux,0
1987,3644,pos,Android,0
1988,2661,movil,iOS,0
1989,2243,pos,iOS,0
1990,2299,pos,Windows,1
1991,3555,movil,Linux,0
1992,955,web,iOS,1
1993,3942,pos,Android,1
1994,4749,web,iOS,1
1995,4371,pos,Android,0
1996,1248,movil,Linux,1
1997,4635,web,Windows,1
1998,1274,movil,iOS,1
1999,13,web,Linux,1
2000,4706,web,Linux,1
2001,2240,movil,iOS,0
2002,698,movil,Linux,1
2003,2067,movil,Windows,0
2004,2387,web,Windows,1
2005,4675,movil,iOS,1
2006,2074,pos,iOS,0
2007,3078,movil,Linux,0
2008,3213,movil,Linux,1
2009,3814,web,Linux,0
2010,1051,pos,iOS,1
2011,2153,movil,iOS,0
2012,3928,movil,Android,1
2013,2832,movil,Linux,1
2014,2351,web,iOS,1
2015,3149,web,Android,1
2016,3090,movil,Windows,1
2017,3642,pos,Android,1
2018,2690,movil,Windows,1
2019,174,pos,iOS,1
2020,1425,movil,Linux,1
2021,3904,movil,Windows,1
2022,449,movil,Linux,1
2023,1451,pos,Linux,0
2024,4174,movil,Windows,1
2025,2487,movil,Linux,1
2026,782,movil,Linux,0
2027,3569,web,Linux,1
2028,172,movil,Linux,1
2029,3770,pos,Android,1
2030,2409,movil,Windows,0
