card_id,customer_id,tipo_tarjeta,estado,limite_credito,fecha_emision,fecha_vencimiento
1404,154,credito,activa,5528.6,2020-03-30 08:55:13,2029-09-13 17:06:02
1405,907,credito,activa,3772.48,2020-10-20 04:32:52,2029-06-18 11:37:17
1406,3764,credito,activa,17824.7,2023-11-08 07:09:07,2025-01-27 01:00:13
1407,1621,debito,activa,8854.45,2023-03-19 17:59:54,2025-02-03 03:45:27
1408,3629,credito,activa,1078.04,2021-03-25 05:46:52,2026-07-29 05:50:07
1409,3575,debito,activa,6590.67,2020-04-18 14:06:04,2026-10-11 10:03:53
1410,4419,debito,activa,4718.91,2023-12-11 16:13:32,2025-03-24 13:08:51
1411,332,debito,activa,12471.67,2019-06-14 05:22:07,2025-04-02 08:05:25
1412,4339,debito,activa,15366.34,2019-03-05 00:22:41,2029-12-26 22:03:33
1413,430,credito,activa,10452.47,2022-12-18 17:25:27,2025-11-28 15:32:34
1414,2424,debito,activa,4532.08,2021-12-02 07:49:00,2027-11-06 12:43:31
1415,81,credito,activa,2101.32,2019-01-08 12:29:52,2028-07-13 10:20:04
1416,1574,credito,activa,6957.15,2019-01-28 08:46:07,2025-12-15 00:24:57
1417,420,debito,activa,16313.3,2020-09-19 03:10:12,2029-09-04 23:37:04
1418,467,credito,activa,8970.76,2019-04-05 19:47:24,2026-02-02 09:26:17
1419,3394,credito,activa,5792.77,2022-12-20 19:54:43,2030-01-30 10:12:38
1420,1566,debito,activa,1393.77,2021-07-08 01:25:41,2029-06-16 14:33:33
1421,1519,credito,activa,10425.18,2023-06-02 18:58:40,2025-02-10 18:18:47
1422,4031,debito,bloqueada,14011.62,2021-10-20 02:18:42,2027-01-30 06:43:42
1423,2036,debito,activa,4616.26,2023-09-08 03:13:55,2030-11-09 18:34:41
1424,804,debito,activa,11206.59,2019-01-16 04:48:54,2028-03-18 04:51:55
1425,1078,debito,activa,8994.04,2022-06-10 01:31:17,2027-11-04 05:48:22
1426,1633,debito,activa,14375.01,2022-06-28 03:52:55,2029-01-07 07:13:41
1427,1985,debito,activa,17351.49,2020-01-18 06:43:40,2030-06-02 13:44:32
1428,4,debito,activa,6833.93,2022-12-01 10:12:28,2030-12-24 15:26:40
1429,603,credito,activa,18190.65,2022-01-24 20:48:23,2029-03-26 05:13:38
1430,2368,credito,activa,14432.08,2023-08-17 11:47:18,2027-03-31 20:51:07
1431,3676,debito,activa,1706.16,2022-03-03 16:47:27,2027-06-01 06:24:56
1432,501,debito,activa,16033.62,2020-05-21 14:41:53,2030-01-26 22:21:29
1433,185,debito,activa,10397.91,2020-09-27 03:27:03,2026-01-07 21:32:57
1434,3510,credito,activa,18963.76,2022-02-08 17:11:29,2028-07-14 22:44:18
1435,3252,debito,activa,7149.0,2019-12-03 15:08:38,2025-01-10 13:13:18
1436,3148,debito,activa,12233.06,2018-10-13 05:03:26,2030-04-14 13:26:54
1437,2941,debito,activa,19166.78,2020-03-30 15:15:02,2030-10-15 01:28:44
1438,1296,credito,activa,6152.03,2020-07-09 08:49:18,2026-10-26 22:45:30
1439,55,debito,activa,9967.12,2018-09-15 05:35:19,2028-05-02 03:50:52
1440,1725,debito,activa,15297.41,2021-01-01 18:18:38,2028-02-18 00:58:25
1441,2911,credito,activa,14130.88,2022-10-02 05:54:50,2030-03-10 09:42:18
1442,1871,credito,activa,16935.36,2020-01-24 00:53:00,2027-12-11 08:09:46
1443,4173,credito,activa,10876.14,2023-08-11 22:27:03,2026-02-21 02:16:07
1444,2344,debito,activa,7059.5,2023-07-04 13:49:42,2025-06-30 00:41:44
1445,3291,credito,activa,11166.61,2019-10-02 16:21:47,2025-08-25 21:45:24
1446,3349,debito,activa,7649.24,2023-11-30 04:21:05,2027-08-25 22:49:51
1447,1602,debito,bloqueada,4352.18,2018-08-31 09:20:56,2030-02-19 14:29:38
1448,2794,debito,activa,11544.42,2018-08-22 11:10:20,2025-08-09 07:37:59
1449,3338,debito,activa,1919.23,2022-03-17 16:28:40,2026-01-18 16:29:33
1450,2091,debito,activa,1694.93,2018-07-07 05:49:41,2029-06-23 02:31:32
1451,1252,debito,activa,2226.9,2019-10-23 03:19:11,2030-06-10 04:48:13
1452,171,debito,activa,13779.61,2018-02-10 18:54:08,2029-11-22 13:12:39
1453,2810,debito,activa,8732.75,2023-09-15 04:01:32,2027-06-11 04:03:18
1454,2355,credito,activa,10388.19,2019-11-03 12:13:43,2025-12-05 04:54:07
1455,1774,debito,activa,7524.58,2021-12-25 11:49:22,2029-08-03 07:51:11
1456,3755,credito,activa,5819.09,2021-04-11 08:10:16,2027-06-27 23:15:15
1457,3992,debito,activa,7807.8,2019-08-07 20:08:20,2026-12-03 16:09:20
1458,2082,debito,activa,4674.19,2022-02-24 01:29:22,2026-12-20 18:40:10
1459,827,debito,activa,13896.4,2018-11-21 18:40:25,2028-05-18 10:37:29
1460,1666,credito,bloqueada,2932.97,2020-11-23 17:48:08,2029-07-05 07:21:07
1461,130,credito,activa,10821.11,2019-10-11 06:55:33,2029-01-23 01:33:49
1462,1418,credito,activa,10059.71,2023-01-09 16:35:36,2027-12-02 12:13:37
1463,3788,debito,activa,6736.55,2022-06-28 08:02:09,2025-03-23 22:44:53
1464,1408,debito,activa,2943.5,2022-05-16 17:11:53,2029-12-28 08:51:59
1465,594,credito,activa,14363.8,2020-08-31 13:44:32,2026-03-09 18:29:15
1466,1038,credito,activa,11821.27,2020-08-26 19:23:20,2028-06-19 08:55:31
1467,2129,credito,activa,16380.05,2021-11-11 14:19:53,2026-08-28 22:19:35
1468,3279,debito,activa,5474.95,2023-07-29 21:54:53,2026-06-15 00:54:32
1469,4300,credito,activa,16039.72,2019-04-24 10:59:31,2026-05-05 21:19:53
1470,23,debito,activa,6546.97,2022-04-17 11:05:51,2026-11-01 19:13:38
1471,1634,debito,activa,3139.22,2018-11-25 06:36:57,2030-02-28 13:00:47
1472,4002,debito,activa,3563.41,2019-02-09 02:00:52,2030-02-14 05:43:56
1473,4200,credito,activa,5200.11,2019-11-11 17:46:45,2029-04-21 15:06:11
1474,1406,credito,activa,13966.15,2021-02-03 19:14:45,2026-04-05 10:54:19
1475,1479,debito,activa,5635.27,2021-04-12 22:36:40,2025-08-17 08:40:23
1476,1195,debito,activa,12473.55,2021-11-06 15:46:01,2027-01-17 02:18:51
1477,576,debito,activa,5873.93,2023-04-12 18:11:49,2028-11-03 02:45:56
1478,1607,debito,activa,7939.25,2022-05-15 06:39:14,2027-05-05 10:57:09
1479,4370,debito,activa,17904.7,2019-09-23 18:19:20,2027-11-08 09:40:21
1480,452,debito,activa,10506.88,2021-05-28 09:26:26,2027-11-16 04:20:27
1481,125,credito,activa,12404.78,2019-08-07 22:49:37,2028-07-23 12:23:44
1482,3455,debito,activa,4596.26,2018-08-02 06:07:04,2025-08-27 10:29:39
1483,2365,debito,activa,3498.62,2020-05-13 05:08:06,2025-10-14 12:46:30
1484,1867,credito,activa,8850.42,2021-08-07 12:10:27,2027-03-04 17:09:49
1485,1684,debito,activa,17252.32,2019-05-26 03:21:54,2025-04-24 08:21:34
1486,907,credito,activa,5577.55,2023-11-03 03:42:06,2030-12-01 14:03:20
1487,3535,debito,activa,12812.16,2020-08-12 06:31:25,2027-07-03 06:22:49
1488,430,credito,activa,17569.83,2022-11-29 10:18:15,2026-02-09 01:24:49
1489,2752,debito,activa,18753.8,2023-07-08 10:56:16,2029-06-03 14:10:02
1490,3826,credito,activa,19882.02,2018-11-14 02:28:11,2029-07-24 14:53:18
1491,362,debito,activa,15496.19,2019-04-03 14:43:06,2028-06-19 06:36:23
1492,4892,credito,activa,2425.19,2021-12-03 03:13:48,2025-05-14 03:23:00
1493,432,debito,activa,17557.78,2018-11-29 23:25:36,2028-02-14 17:16:18
1494,2723,debito,activa,17827.1,2018-12-09 09:02:46,2030-05-13 19:50:39
1495,4955,debito,activa,11588.37,2020-01-18 09:38:14,2025-03-08 00:49:43
1496,3062,credito,activa,2281.2,2018-02-21 12:53:09,2027-11-15 13:12:48
1497,3224,credito,activa,10056.64,2021-12-02 19:13:47,2027-01-09 08:22:04
1498,1631,debito,activa,5003.3,2019-08-05 01:57:01,2029-03-10 18:10:48
1499,4672,debito,activa,9400.03,2020-04-08 18:49:08,2028-05-13 18:21:37
1500,4989,debito,activa,14758.4,2018-03-30 19:32:42,2028-08-24 19:54:58
1501,270,debito,activa,13683.46,2022-01-19 15:03:34,2028-09-14 15:37:58
1502,1124,debito,activa,15819.84,2023-08-19 09:45:36,2025-05-25 00:43:58
1503,3177,credito,activa,10053.93,2022-07-08 09:41:06,2029-06-02 12:44:28
1504,3393,credito,activa,10705.05,2021-11-07 07:21:11,2030-11-26 05:00:06
1505,4534,credito,activa,18778.1,2020-12-29 11:48:10,2025-10-26 05:11:07
1506,1043,debito,activa,12992.49,2020-04-05 02:59:07,2025-12-28 23:48:45
1507,1642,credito,activa,15203.27,2019-01-03 15:02:25,2026-02-05 03:00:48
1508,2442,debito,bloqueada,13625.83,2022-09-06 17:39:36,2028-08-18 03:20:13
1509,3298,debito,activa,13169.22,2018-09-19 04:28:21,2025-02-25 19:51:10
1510,1384,debito,activa,18357.3,2021-01-06 03:58:48,2025-05-11 23:34:00
1511,3997,debito,activa,7773.23,2021-09-02 13:00:23,2026-08-23 10:32:33
1512,15,credito,activa,9126.12,2019-10-21 20:47:20,2025-06-22 01:59:17
1513,1675,debito,activa,8215.26,2019-04-13 23:02:40,2029-06-05 09:08:26
1514,3618,credito,activa,15538.74,2021-05-18 05:05:49,2026-09-24 06:21:49
1515,1481,credito,activa,17499.97,2022-04-10 06:01:47,2028-01-28 14:07:42
1516,1746,debito,activa,7792.55,2021-08-31 14:23:12,2028-04-28 12:28:55
1517,3047,debito,activa,3704.59,2022-04-28 01:46:08,2028-05-21 00:22:40
1518,4211,debito,activa,10388.03,2020-11-02 21:25:16,2030-03-03 05:04:12
1519,976,debito,activa,19702.24,2018-06-15 03:40:43,2025-10-02 14:04:17
1520,1686,credito,activa,4869.95,2021-10-03 04:44:24,2025-03-26 17:21:46
1521,2084,credito,activa,9588.02,2020-04-26 21:41:56,2028-04-15 03:25:54
1522,2290,debito,activa,6156.35,2021-02-22 20:50:45,2026-04-24 10:27:43
1523,1687,credito,activa,18530.9,2018-10-31 21:26:37,2030-10-29 22:26:56
1524,4159,debito,bloqueada,11467.43,2018-06-02 15:43:34,2028-11-16 14:08:32
1525,509,debito,activa,11996.14,2023-07-09 04:44:34,2025-08-14 19:22:10
1526,188,debito,activa,1156.96,2021-04-03 10:56:48,2027-09-23 09:07:51
1527,2783,debito,activa,13402.82,2021-08-05 22:28:23,2026-10-24 07:30:13
1528,4189,debito,activa,6820.7,2019-08-26 12:35:25,2025-11-07 12:29:40
1529,4101,debito,activa,10754.91,2020-07-02 10:40:07,2026-06-30 06:50:11
1530,3510,debito,activa,11090.28,2019-08-12 14:23:19,2026-11-11 04:18:04
1531,3518,debito,activa,12252.27,2021-06-05 02:53:58,2027-03-01 05:37:11
1532,2073,debito,activa,16647.25,2019-07-03 19:36:49,2027-11-25 00:00:39
1533,98,debito,bloqueada,6679.76,2023-01-20 15:30:59,2028-01-11 10:01:24
1534,1292,debito,activa,5867.07,2020-05-07 06:30:40,2025-06-11 17:17:01
1535,3465,debito,activa,16120.37,2022-07-04 07:03:39,2028-08-28 07:43:19
1536,1788,credito,activa,14655.65,2023-03-03 06:36:57,2029-05-01 15:26:39
1537,684,debito,activa,5286.68,2022-03-14 14:41:37,2029-09-06 16:42:00
1538,1133,debito,activa,1015.89,2022-05-31 06:59:42,2026-07-24 19:35:09
1539,4123,credito,activa,13652.79,2021-09-09 00:58:30,2028-09-17 08:26:46
1540,3205,debito,activa,3986.38,2018-12-06 05:23:26,2029-11-13 06:30:22
1541,3124,credito,activa,19182.93,2023-10-18 07:00:36,2025-12-04 22:45:12
1542,3837,debito,activa,12483.74,2018-06-04 22:41:04,2029-02-17 01:00:44
1543,4877,debito,activa,17143.38,2023-07-02 02:57:56,2030-05-01 02:09:00
1544,1615,debito,activa,16306.81,2020-02-13 10:37:41,2029-02-16 16:21:54
1545,1042,debito,bloqueada,11598.16,2018-12-12 02:56:00,2028-08-11 19:02:32
1546,2866,credito,activa,9328.66,2019-11-14 05:03:15,2029-10-11 02:50:42
1547,855,debito,activa,10439.17,2018-12-24 21:01:58,2030-06-25 07:22:29
1548,2027,credito,activa,16256.79,2018-06-15 02:14:20,2026-03-20 00:42:47
1549,1988,debito,activa,13168.56,2018-04-21 21:05:12,2030-04-14 22:26:19
1550,2551,credito,activa,4908.63,2022-11-23 04:17:43,2026-10-18 02:45:27
1551,240,debito,activa,12577.75,2020-04-06 23:41:18,2029-06-18 12:58:05
1552,490,debito,activa,8688.66,2020-01-12 19:46:04,2027-03-31 13:05:25
1553,3852,debito,activa,2164.65,2018-07-24 13:56:13,2027-06-22 05:51:16
1554,1037,debito,activa,8244.11,2022-07-12 06:37:02,2025-05-06 08:06:20
1555,1339,credito,activa,5324.43,2018-11-10 21:29:29,2025-12-26 20:48:15
1556,4781,debito,activa,16933.11,2020-05-05 19:44:51,2027-01-23 04:17:35
1557,3270,credito,activa,2994.99,2019-12-05 14:27:18,2027-08-03 12:20:40
1558,2555,debito,activa,7851.85,2023-04-11 23:00:37,2029-09-19 20:48:26
1559,3501,credito,activa,14214.35,2023-12-14 07:24:56,2025-01-16 09:46:14
1560,3863,debito,activa,18050.45,2021-06-10 22:08:06,2029-06-28 20:21:25
1561,1768,credito,bloqueada,7371.02,2021-05-02 14:47:07,2028-10-22 02:47:59
1562,4709,debito,activa,12522.33,2021-05-05 15:39:38,2026-08-26 22:50:51
1563,162,credito,activa,8099.34,2018-11-11 17:47:39,2027-12-01 10:47:58
1564,656,credito,activa,4854.74,2019-11-15 04:03:34,2027-07-17 05:19:06
1565,3007,credito,activa,7188.64,2023-11-19 23:40:52,2027-01-08 15:44:28
1566,4717,debito,activa,13082.14,2020-04-13 11:26:00,2029-01-21 15:15:46
1567,3507,debito,activa,14610.45,2022-03-19 10:40:30,2030-09-04 15:05:14
1568,1257,debito,activa,8041.51,2019-10-02 02:30:16,2029-09-06 16:27:47
1569,2159,credito,activa,3898.11,2019-06-16 08:51:18,2029-07-01 07:51:59
1570,1952,credito,activa,3651.59,2019-09-25 11:41:16,2026-03-01 01:49:30
1571,750,debito,activa,16439.67,2020-12-16 01:24:13,2028-06-19 22:12:53
1572,709,debito,bloqueada,13412.2,2023-06-02 18:38:51,2025-05-24 06:59:58
1573,1622,credito,activa,14832.59,2020-06-13 18:16:50,2026-10-21 12:56:20
1574,4137,debito,activa,10276.83,2023-01-27 16:20:58,2026-12-28 05:28:25
1575,4656,debito,activa,9689.08,2020-06-13 17:14:35,2030-06-28 08:47:43
1576,466,credito,activa,5011.85,2018-01-10 15:39:54,2028-03-08 22:01:29
1577,3996,credito,activa,4198.45,2018-10-20 19:14:07,2030-03-25 05:04:40
1578,1101,credito,activa,3924.35,2019-07-30 00:28:38,2026-01-21 16:20:07
1579,1714,debito,activa,19843.98,2022-04-13 12:18:19,2025-06-15 21:49:04
1580,4586,debito,activa,16596.94,2023-12-17 06:55:12,2025-11-15 09:04:13
1581,117,credito,activa,12896.46,2023-04-17 20:30:23,2030-09-04 09:02:40
1582,2482,debito,activa,5073.67,2022-01-21 05:40:38,2028-02-26 07:10:01
1583,196,debito,activa,7415.52,2020-08-06 14:37:17,2028-11-03 20:48:24
1584,4715,credito,activa,7664.93,2023-11-08 08:13:13,2030-11-18 04:43:51
1585,1475,credito,activa,10075.79,2020-01-12 08:45:31,2030-11-27 01:56:35
1586,2473,debito,activa,9017.94,2019-06-13 21:27:39,2025-02-26 02:13:00
1587,4130,debito,activa,18748.91,2020-09-06 00:29:26,2030-02-25 18:55:38
1588,3055,debito,activa,14695.38,2023-10-19 04:02:04,2025-05-28 13:12:18
1589,1275,debito,activa,2546.7,2018-08-04 18:54:46,2029-04-26 10:26:49
1590,3710,debito,activa,7839.18,2019-06-02 17:59:09,2028-02-19 02:10:29
1591,339,debito,activa,3526.29,2019-08-06 01:24:42,2029-10-20 17:19:14
1592,3512,debito,activa,6307.74,2020-10-28 23:17:42,2029-12-10 14:50:23
1593,4276,credito,activa,19218.97,2021-11-15 07:23:20,2025-07-21 10:48:54
1594,4718,debito,activa,14400.01,2019-03-17 15:53:00,2027-06-18 23:28:13
1595,3300,debito,activa,1149.19,2018-02-09 13:34:39,2027-06-07 20:08:20
1596,1657,credito,activa,7248.36,2023-09-01 06:53:57,2029-11-19 15:03:58
1597,643,debito,activa,9335.33,2022-01-14 12:47:32,2026-07-19 18:21:09
1598,1681,credito,activa,12447.53,2021-08-22 12:13:04,2025-02-19 00:08:28
1599,1351,credito,activa,10494.81,2020-11-03 20:52:59,2028-11-08 18:10:34
1600,619,credito,activa,2325.68,2018-03-06 16:57:44,2027-03-05 00:22:22
1601,1170,debito,activa,10795.4,2019-07-06 12:28:52,2029-12-17 00:06:27
1602,252,debito,bloqueada,3474.93,2020-03-30 16:45:13,2026-05-30 12:06:30
1603,302,debito,activa,10864.8,2018-08-28 03:49:35,2028-06-05 15:03:02
1604,3142,credito,activa,5675.3,2019-06-15 10:11:12,2030-02-01 10:57:15
1605,1567,debito,activa,3739.65,2023-10-12 05:02:30,2029-11-15 14:07:21
1606,3165,debito,activa,6470.54,2018-01-31 05:48:36,2030-04-23 00:04:39
1607,3958,credito,activa,2892.82,2023-01-20 12:14:04,2030-04-29 19:08:39
1608,2211,debito,activa,6395.69,2020-12-30 01:43:59,2028-07-31 04:29:35
1609,3153,credito,bloqueada,17471.72,2022-01-12 03:20:15,2030-04-25 04:53:41
1610,3660,credito,activa,6836.24,2022-12-17 19:28:35,2029-11-15 08:44:40
1611,612,credito,activa,9934.22,2018-01-04 03:02:53,2028-03-13 18:44:56
1612,1944,debito,activa,10876.36,2022-02-26 02:50:02,2030-08-03 12:24:37
1613,74,debito,activa,4387.52,2020-02-08 23:42:54,2027-07-10 22:03:21
1614,2874,debito,activa,9393.9,2022-01-08 05:14:32,2029-09-14 04:11:32
1615,4638,debito,activa,17206.64,2018-12-06 20:24:41,2030-06-17 20:17:51
1616,157,credito,activa,2530.01,2018-05-21 08:36:19,2030-02-22 14:43:16
1617,3559,credito,bloqueada,18533.57,2018-02-24 00:45:12,2030-02-09 02:24:32
1618,256,credito,activa,17551.16,2022-10-29 10:28:23,2030-10-01 23:23:56
1619,3111,debito,activa,17260.76,2023-10-14 19:55:27,2030-10-09 08:10:11
1620,1052,credito,activa,4772.31,2020-06-22 01:04:24,2028-11-18 08:54:21
1621,2418,debito,activa,10201.96,2019-12-11 06:21:45,2025-10-06 13:08:14
1622,2257,debito,activa,12706.95,2022-06-20 22:54:33,2029-06-11 10:58:48
1623,2635,credito,activa,2899.05,2022-04-13 05:19:12,2027-07-08 05:37:12
1624,2897,debito,activa,11580.06,2019-06-04 19:08:43,2026-03-28 01:29:01
1625,1892,credito,activa,16960.82,2019-04-01 10:01:02,2029-07-22 00:13:17
1626,3684,debito,activa,18794.52,2018-10-19 18:26:40,2028-02-12 16:23:47
1627,4412,debito,bloqueada,6288.24,2018-11-07 15:58:43,2029-12-05 18:12:59
1628,3465,debito,activa,6486.05,2020-08-04 08:47:29,2028-04-08 08:29:06
1629,2492,credito,activa,6143.88,2020-11-08 21:55:02,2030-06-02 09:32:04
1630,3740,debito,activa,3915.55,2021-11-07 05:31:17,2029-11-03 01:54:33
1631,1776,credito,activa,9183.56,2022-03-05 10:23:56,2027-02-11 03:11:39
1632,3937,credito,activa,15904.91,2020-12-25 20:07:48,2026-04-02 12:01:59
1633,1971,debito,activa,14529.68,2022-08-23 11:27:55,2027-10-24 08:57:54
1634,3720,credito,activa,18106.07,2020-03-10 12:37:28,2029-10-23 10:47:47
1635,3954,credito,activa,7759.09,2023-08-24 03:19:28,2025-11-16 20:03:35
1636,2493,credito,activa,11872.17,2022-02-20 11:34:15,2027-07-04 16:36:52
1637,4666,credito,activa,15564.17,2020-02-27 17:04:39,2025-03-08 02:15:24
1638,649,debito,activa,18065.29,2021-02-05 19:22:53,2029-04-04 19:23:24
1639,1641,debito,activa,17563.33,2021-11-26 06:56:10,2027-08-20 20:56:57
1640,4435,credito,activa,9844.83,2018-02-12 03:11:07,2029-11-05 07:37:15
1641,529,debito,bloqueada,18230.3,2020-12-31 13:43:42,2030-04-07 11:51:02
1642,2102,credito,activa,9437.06,2020-07-24 14:10:51,2026-08-28 03:18:59
1643,419,debito,activa,18153.81,2020-11-02 21:22:24,2026-06-29 02:09:58
1644,2353,debito,activa,15762.45,2022-05-28 20:16:55,2026-08-15 11:26:36
1645,3510,debito,activa,5211.31,2023-08-25 18:43:57,2025-12-03 15:31:29
1646,85,debito,activa,18663.69,2023-01-25 21:51:29,2026-07-29 15:12:51
1647,2300,debito,activa,5606.83,2022-02-13 20:06:53,2026-11-24 22:09:59
1648,1752,credito,activa,18259.98,2018-12-17 08:04:28,2027-07-04 18:24:55
1649,4222,debito,activa,12687.07,2020-04-18 15:59:40,2026-03-15 23:30:41
1650,2658,debito,activa,13680.15,2023-11-01 15:46:23,2028-08-28 13:46:22
1651,3976,debito,activa,3077.34,2022-06-02 10:28:41,2028-06-09 20:14:39
1652,2352,debito,activa,2249.08,2023-06-11 18:58:08,2029-10-19 00:33:36
1653,3100,debito,bloqueada,19398.48,2018-03-06 09:32:17,2029-10-06 09:20:56
1654,1290,credito,activa,7401.63,2019-04-05 12:15:06,2025-06-20 04:08:06
1655,3124,credito,activa,17043.05,2021-06-28 19:35:52,2028-06-21 01:11:46
1656,2703,credito,activa,14385.03,2019-11-16 07:26:52,2030-04-18 03:55:36
1657,644,debito,activa,12478.63,2023-08-11 13:57:37,2030-12-14 19:44:32
1658,2906,debito,activa,14018.99,2019-03-17 00:55:53,2025-03-13 08:04:17
1659,4068,credito,bloqueada,2698.36,2021-01-14 18:20:43,2029-09-30 08:40:35
1660,4064,debito,activa,8835.51,2022-03-27 17:03:43,2029-01-09 11:45:45
1661,4670,debito,activa,12534.45,2018-04-07 00:25:10,2026-04-27 13:41:54
1662,2923,credito,activa,17483.7,2020-01-30 05:23:02,2028-05-21 12:34:03
1663,2022,credito,activa,14579.06,2022-11-30 11:47:58,2030-06-13 03:42:55
1664,3625,debito,activa,5803.34,2023-12-02 19:03:43,2026-01-01 17:35:26
1665,2871,debito,activa,19713.6,2021-08-31 04:50:57,2028-11-21 09:55:23
1666,3119,debito,activa,13217.7,2021-01-21 16:17:33,2028-07-21 18:14:31
1667,137,debito,activa,10525.02,2019-10-03 23:24:13,2025-04-05 19:45:38
1668,4226,debito,activa,15846.2,2018-10-05 08:45:03,2030-06-18 10:12:50
1669,1219,debito,activa,12451.31,2019-08-26 05:54:55,2028-10-05 05:06:51
1670,1018,debito,activa,14489.78,2021-03-19 17:11:18,2026-06-25 08:00:51
1671,3701,credito,activa,12725.53,2023-06-08 11:26:26,2026-11-02 19:10:54
1672,4528,credito,activa,4397.92,2018-12-02 07:58:03,2027-08-20 14:07:25
1673,3141,credito,activa,11323.77,2020-05-01 01:14:42,2029-10-12 00:22:45
1674,3530,debito,activa,6378.92,2023-05-02 16:26:01,2026-12-10 17:08:27
1675,2588,debito,activa,11835.48,2023-10-10 23:06:36,2029-06-04 13:32:46
1676,2383,debito,activa,3384.57,2022-08-20 23:54:47,2030-03-01 01:08:52
1677,2606,debito,activa,5407.35,2021-10-27 19:57:00,2026-11-16 18:01:03
1678,3088,credito,activa,16365.73,2022-06-26 01:01:29,2027-10-10 03:46:28
1679,3528,credito,activa,8700.14,2019-06-28 13:23:07,2030-09-14 01:44:57
1680,2558,debito,activa,13801.91,2020-04-04 06:53:51,2030-08-21 10:48:38
1681,209,debito,activa,10459.12,2023-10-11 18:51:28,2030-02-15 14:12:25
1682,3811,debito,activa,7473.25,2020-12-19 19:46:21,2028-01-30 01:53:29
1683,4154,debito,activa,10408.33,2020-10-25 23:44:20,2030-07-14 01:38:58
1684,2008,debito,activa,16460.3,2021-04-29 21:01:43,2027-01-28 23:06:34
1685,2864,debito,activa,6350.41,2023-01-05 10:02:48,2029-06-05 05:33:32
1686,3377,debito,activa,9007.43,2021-07-20 11:43:00,2026-03-07 09:01:41
1687,1369,debito,activa,4849.08,2020-05-08 06:28:44,2030-08-05 00:47:46
1688,3801,credito,activa,7672.59,2020-08-19 00:49:01,2029-10-10 10:37:18
1689,1038,debito,activa,17817.08,2019-08-16 02:07:40,2025-02-24 08:50:24
1690,4473,credito,activa,15928.73,2018-05-08 16:38:10,2027-06-04 12:52:36
1691,2291,debito,activa,8098.69,2022-12-06 11:54:25,2025-01-10 13:04:56
1692,993,credito,activa,3515.5,2022-06-04 19:48:23,2027-12-07 21:25:07
1693,2939,debito,activa,8979.43,2023-12-21 12:39:28,2028-06-19 23:19:39
1694,4511,debito,activa,15662.73,2020-12-02 12:23:51,2030-08-24 16:19:35
1695,394,debito,activa,1832.22,2023-03-18 13:25:30,2026-01-02 00:11:53
1696,3687,debito,bloqueada,15161.47,2019-01-18 00:39:22,2026-03-19 14:18:34
1697,4825,debito,activa,13918.29,2021-09-08 17:05:30,2030-11-30 17:37:21
1698,358,debito,activa,2228.33,2021-11-14 17:19:20,2029-10-26 07:59:24
1699,4005,credito,activa,13077.17,2022-10-27 13:24:47,2030-03-11 05:25:11
1700,1182,debito,activa,6674.46,2020-12-14 02:01:56,2028-09-10 20:26:12
1701,2066,debito,activa,4368.42,2020-06-15 01:17:57,2027-11-27 12:08:06
1702,3903,debito,activa,8312.76,2018-12-09 08:24:16,2025-04-04 00:28:48
1703,3419,debito,activa,4902.37,2018-01-26 21:29:37,2029-09-03 11:12:42
1704,3130,credito,activa,16666.56,2022-03-31 02:41:40,2026-04-03 11:11:13
1705,155,credito,activa,15098.01,2023-10-31 20:34:33,2028-06-16 02:46:24
1706,3559,debito,activa,19634.31,2019-04-03 02:53:20,2030-01-09 15:46:32
1707,1555,debito,activa,11147.42,2021-12-19 19:09:03,2028-01-20 12:15:55
1708,487,credito,activa,2694.91,2023-10-17 13:18:14,2029-08-19 16:53:38
1709,1383,debito,activa,7987.6,2019-04-12 17:47:34,2030-10-03 23:32:12
1710,2416,credito,activa,16934.1,2022-06-14 11:35:17,2026-04-01 12:12:11
1711,1071,credito,activa,8540.4,2020-06-19 07:41:43,2028-09-10 20:14:24
1712,2255,credito,activa,9657.83,2023-04-23 01:32:10,2030-08-16 09:39:48
1713,1507,debito,activa,8827.45,2022-10-01 01:59:52,2027-04-07 13:16:19
1714,1876,credito,activa,5472.2,2023-08-26 23:18:49,2025-10-18 11:40:15
1715,2191,credito,activa,2390.71,2019-05-21 04:50:37,2029-09-07 16:45:06
1716,1071,credito,activa,4430.65,2020-08-01 09:27:24,2028-04-03 04:20:15
1717,191,debito,activa,7914.92,2022-02-21 12:17:17,2029-11-15 23:30:37
1718,140,credito,activa,5663.32,2020-06-14 14:13:13,2028-03-21 07:48:09
1719,4711,credito,bloqueada,11881.97,2018-07-20 18:09:17,2027-12-07 23:59:39
1720,4011,credito,activa,12664.21,2020-07-04 16:25:05,2028-06-18 06:31:23
1721,3412,debito,activa,11831.26,2018-02-18 10:39:12,2030-05-13 10:30:51
1722,2973,credito,activa,2613.46,2021-11-11 02:07:08,2025-08-15 04:40:16
1723,1515,credito,activa,13670.35,2018-05-08 05:41:02,2026-11-05 01:15:38
1724,3121,debito,activa,8307.01,2019-11-07 04:56:56,2025-02-16 09:29:32
1725,3971,debito,activa,17685.02,2020-05-29 07:17:57,2029-10-12 10:24:04
1726,4720,credito,activa,10986.67,2023-01-17 14:37:31,2029-02-06 07:14:10
1727,3525,credito,activa,2605.78,2019-01-19 12:02:16,2028-08-16 09:25:04
